Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,label,processed
orang autis itu biasanya punya kemampuan yang lebih daripada orang normal -bot',0,0,0,0,0,0,0,0,0,0,0,0,Normal,orang autis mampu orang normal bot
RT USER: Jokowi terkenal hanya di kawasan kolam kodok URL,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,jokowi kenal kawasan kolam kodok
USER USER Ceramah ustad tae onta.',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,ceramah ustad tai onta
RT USER: Yeyy hari ini dpat cogan d azar \xf0\x9f\x98\x98\xf0\x9f\x98\x98 #brondonglokal #kontollokal #kontol #kontolbrondong #prank URL,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,hore cowok ganteng azar
USER Tai wkwkw nyesel kan lu',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,tai wkwk sesal
USER terimakasih Ustadz sudah bersuara tentang Radikal radikal ini. Entah apa yang ada dalam pikiran rejim. Mesjid radikal...kampus radikal....dosen radikal....padahal tempat tersebut pijakan peradaban. Memangnya mau menghancurkan Indonesia ?,0,0,0,0,0,0,0,0,0,0,0,0,Normal,terima kasih ustaz suara radikal radikal pikir rejim mesjid radikal kampus radikal dosen radikal pijak adab memang hancur indonesia
"ini mark yg milih sireena,matanya lagi picek sebelah apa?'",1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,mark pilih si reena mata picek belah
"USER Bentar yaa kuinget\xc2\xb2 lagi. Dia agak sipit gt yas, trs rambutnya cepak hampir gundul gt. Wajahnya oval. Udah gt yg ak inget. Wajahnya blur di ingetanku'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,bentar aku ingat sipit rambut cepak gundul wajah oval wajah blur ingat
Ingat gak dengan demo teroris botak Myanmar arah nya mau turunkan jokowi,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,demo teroris botak myanmar arah nya turun jokowi
RT USER: ada yang mau kirim foto kontol gak nich ##sange #CHATSEX',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,kirim foto kontol
"USER Kn udh d kirimn kontol aq,, fto memek km mna'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,kirim kontol foto memek km
pemerintahan Jokowi yg diktaktor dan otoriter ini terbukti telah memakai tangan KPK untuk mengkriminilisisi lawan-lawan politik,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,perintah jokowi diktaktor otoriter bukti pakai tangan komisi berantas korupsi kriminalisasi lawan lawan politik
USER Jadi memang cara2 pilkada DKI digunakan di Jawa Tengah,0,0,0,0,0,0,0,0,0,0,0,0,Normal,pilih kepala daerah daerah khusus ibukota jawa
"Ayat-ayat yang dingajikan:rampasan halal, perangi, bunuh, penggal kafir, cocok2 penis, semuanya merusak bangsa",1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech,ayat ayat dingajikan rampas halal rang bunuh penggal kafir cocok penis rusak bangsa
USER USER takut gendut y?.. dan ga ada co yg lirik?... ya begitu lah cowo.. kalau punya pasangan pun belom tentu bisa ngegodain cwe lain... ya beda kalau artis sama artis psanganya.. kalau artis sama pasangan biasa ya... beda lagi gayanya,0,0,0,0,0,0,0,0,0,0,0,0,Normal,takut gendut co lirik cowok pasang goda cewek beda artis artis pasang artis pasang beda gaya
USER Cebong sana sini cari simpatisan.dan popularitas',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,cebong cari simpatisan popularitas
"Bacalah, Muhammad mencatut nama Tuhan untuk perbuatan Setan, Bung Fahri",1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech,baca muhammad catut nama tuhan buat setan fahri
Ternyata setelah dipikir dan disaring sama sari wangi teh kantong bundar. Kamu kaya ampas teh bisanya cuma nyisain gatel di tenggorokan dan gabisa bikin adem tenggorokan!',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,pikir saring sari wangi teh kantong bundar kayak ampas teh bisa sisa gatal tenggorok tidak bisa bikin adem tenggorok
USER 11 GB raib dicuri oleh providernya sendiri USER kan kampret',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,gb raib curi sedia kampret
"Percayalah pada Setan yang terkutuk,\nkarena benarlah kami Jahat dan tugas kami\nmemang begitu, tapi jangan selalu\nmenyalahkan kami jika kalian berbuat salah.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,percaya setan kutuk jahat tugas salah buat salah
USER USER USER Tidak bisa itu kata siapa mas?? Macam tra pernah lihat bule saja di Papua...\n\nCuma ya ada prosedur lah yabg harus dipatuhi... Kalau itu ditaati boleh boleh aja. Beberapa haei lalu saja sa liat asing di J,0,0,0,0,0,0,0,0,0,0,0,0,Normal,mas tra lihat bule papua prosedur patuh taat hai sa lihat asing
"Galau? | Iya nih. Abis diputusin pacar | Gw donk ga pernah diputusin | Hebat!! Apa rahasianya? | Ga pernah pacaran, gmana diputusin | ASU!'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,galau iya habis putus pacar gue putus hebat rahasia pacar putus anjing
USER antek antek umak nya ?? biar apa gituh kikituan teh',0,0,0,0,0,0,0,0,0,0,0,0,Normal,antek antek umak nya biar begitu teh
"USER Dan bibirmu masih bilang negara dijual ke asing?\n\nSegera ambil wudhu dik, nanti bisa gila.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,bibir bilang negara jual asing ambil wudhu dik gila
"Muhammad Fahmi kok di friend list antum ada orang goblok &amp; fanatik buta?\nTydack barokah ya akhi, klo ana nemu orang kayak gitu auto removed \xf0\x9f\x90\x97'",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,muhammad fahmi friend list orang goblok amp fanatik buta barakat saudara temu orang kayak auto removed
USER Skip aja ya bikin mata gua makin sipit',0,0,0,0,0,0,0,0,0,0,0,0,Normal,skip bikin mata gue sipit
USER Jam segini waktunya banci mangkal taukk',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,jam gin banci mangkal tau
edan gini mainnya USER \npengaruh lord atep dimainkan ? melendot gini \xf0\x9f\x99\x84',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,edan main pengaruh lord atep main lendot
Indonesia Skrang lg menterjemahkan KEINGINAN CINA???,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,indonesia terjemah cina
"USER lagi nyari tuyul unn, unnie lagi apa?'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,cari tuyul unn kakak perempuan
USER POTONG ONTA SEPULUH CUKUP TYDACK',0,0,0,0,0,0,0,0,0,0,0,0,Normal,potong onta puluh
"edan sih markli, ku jadi senyum2 sendiri ngeliatin hp'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,edan markli ku senyum handphone
"Tetangga kiri rumah meninggal, malam ini kebaktian. Teras rumah dipake, pasang tenda jg di depan. Yang pasang tenda jg pak haji mushola. Yg \xe2\x80\x9cribet\xe2\x80\x9d malah tetangga sebelah kanan, eh itu kan kristen \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf",0,0,0,0,0,0,0,0,0,0,0,0,Normal,tetangga kiri rumah tinggal malam bakti teras rumah pakai pasang tenda pasang tenda haji musala ribet tetangga belah kanan kristen xf
USER USER Golongan muda yg tak merasa zaman rejim mahathir lebih 15 tahun dahulu',0,0,0,0,0,0,0,0,0,0,0,0,Normal,golong muda zaman rejim mahathir
Modal cocot doang juga bisa saya mas',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,modal cocot doang mas
"USER Prabowo yang memaksakan diri, sama pendukung ultrasnya. DIkirain opsi presiden cuma prabowo doang kali",1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,prabowo paksa dukung dukung fanatik kira opsi presiden prabowo doang kali
/rlt/ saran dong. aku dpt tugas dr dosen ttg toleransi beragama dalam pilkada menurut kitab suci. bantuin guys?:(...,0,0,0,0,0,0,0,0,0,0,0,0,Normal,rlt saran tugas dosen toleransi agama pilih kepala daerah kitab suci bantu guys
"Demi saksi bisu diantara kita dulu, aku tak pernah mau menjadikannya abu.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,saksi bisu jadi abu
USER baru baca sarap kali',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,baca sarap kali
USER typingnya ganteng ga banci. jago dikit dong',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,keti ganteng banci jago
USER Kakya slow udik nya kelak. Tunggu hau hahahahaa',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,kakya slow udik nya kelak tunggu hau haha
URL &lt;-pacar lesbi #bokep #teen #porn #xxx',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,lt pacar lesbi
jika USER tidak bisa membangun kabinet yang mampu meningkatkan daya beli maka LENGSERKAN USER,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,bangun kabinet tingkat daya beli lengser
Keren ini wakil Gubernur yg Pro difabel colek,0,0,0,0,0,0,0,0,0,0,0,0,Normal,keren wakil gubernur pro difabel colek
"USER USER USER Baca deh QS Al Maidah ; 48....Al Qur'an adalah kitab suci trakhir dr smua kitab2 suci yg prnh Allah trunkn..yg mna Al Qur'an mnjdi kiblat semua kitab2 suci sblumnya...jdi scara logika, RG sdh menistakan agama Islam.",1,0,1,0,1,0,0,0,0,1,0,0,Hate Speech,baca qs al almaidah al qur an kitab suci kitab suci allah turun al qur an kiblat kitab suci logika rg nista agama islam
"Alhamdulillah,semenjak pak jokowi jadi presiden,sudah banyak jln tol yg dibangun,contohnya jln tol trans Kalimantan dan jln tol di Sulawesi Tengah.Jln tol dikedua daerah ini pintu gerbangnya sengaja dibuat sama bahwa itu hasil karya jokowi, tapi kok mirip",0,0,0,0,0,0,0,0,0,0,0,0,Normal,alhamdulillah semenjak jokowi presiden jalan tol bangun contoh jalan tol trans kalimantan jalan tol sulawesi jalan tol di dua daerah pintu gerbang sengaja hasil karya jokowi
"USER Berantem lagi nih? Apalah gue yang multifandom, tapi benci sama fans yang terlalu membangga-banggakan idolnya lol. Bahkan gua juga benci sama beberapa carat yang notabenenya selalu pamer, ""eh ini loh seventeen blablabla."" eek kucink.\n\nSo, kalo emang dimute ya",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,tengkar apa gue multi fandom benci fan bangga bangga idola wkwk gue benci carat notabene pamer seventeen bla bla bla tai kucing north sumatera offshore senyap
"Ketua Umum PAN USER, menyatakan dirinya siap maju sebagai Calon Presiden Republik Indonesia pada Pilpres 2019.;",0,0,0,0,0,0,0,0,0,0,0,0,Normal,ketua maju calon presiden republik indonesia pilih presiden
"USER Knapa ga sekalian aja, ada Islam Nusantara, Kristen Katolik Nusantara, Kristen Protestan Nusantara, Hindu Nusantara, Budha Nusantara dan agama lain di Indonesia ada Nusantara nya, jadi kan NKRI banget gt loh...'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,islam nusantara kristen katolik nusantara kristen protestan nusantara hindu nusantara buddha nusantara agama indonesia nusantara nya negara satu republik indonesia banget
Tadi I confused gila bila instructor tibe2 bbual in chinese to me aku step mne nya phm uh cing cong ling long ding dong',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,confused gila instruktur tibe bual in cina to me step mne nya phm uh cing cong ling long ding
USER USER USER Protestan dr Amerika? Katolik dr Roma? Begitukah?? Ada yg bs jawab? Krn setau saya tdk seperti itu...',0,0,0,0,0,0,0,0,0,0,0,0,Normal,protestan amerika katolik roma tahu
"USER USER Betul yang Nggak suka Agama dalam politik itu nggak salah Suka Makan Babi, Minum minuman keras dan memilih pemimpin Nasrani dan Yahudi jadi pemimpin. Dan Sp3 Keluar karena Tidak terbukti zina nya, yang ditinggal zina 7 Tahun terbukti",0,0,0,0,0,0,0,0,0,0,0,0,Normal,suka agama politik salah suka makan babi minum minum keras pilih pimpin nasrani yahudi pimpin sp bukti zina nya tinggal zina bukti
"Yg paling mirisnya, mereka tuh cowo bertiga anj anj anj anj anj! COWO LOH! Sanggup ya mulutnya ngerumpi terus gbisa diam kaya congor bebek. Sampe film nya habis anjiiirr! Kesal ke ubun ubun dah ketahan dlm hati karena pasti ga enak jg ikutan emosi apalag",1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech,miris cowok tiga anjing anjing anjing anjing anjing cowok sanggup mulut rumpi enggak bisa diam kayak congor bebek film nya habis anjiiirr kesal ubun ubun tahan hati enak ikut emosi apa
USER USER Amit amit.. Udah doer burik kriput diposting.. Anjing juga ogah ngliatnya jijik',1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,amit amit dower burik keriput diposting anjing ogah jijik
USER USER ini masih cacad bgt ngeditnya loh\xf0\x9f\x98\xad tapi makaih yaaa huhuu\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\x9a\xf0\x9f\x92\x9a',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,cacat banget edit terima kasih huhu
USER tiada rotan akarpun jadi. Tiada pergantian presiden pergantian capres pun jadi.,0,0,0,0,0,0,0,0,0,0,0,0,Normal,tiada rotan akar tiada ganti presiden ganti calon presiden
USER USER Bwahahahhahha.....antek asing...lo pikir lo bisa kaya dengan memisahkan diri dr Indonesia....jd antek pengeruk bumi iya...lo mah palibg dianggap jongos\nDasar mental penjilat lo pada!',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,haha antek asing pikir kayak pisah indonesia antek keruk bumi iya anggap jongos dasar mental jilat
"Status Dukung ""Gerakan Matikan Lilin untuk Ahok"" Gubernur Sebut Akun Facebook Di-""hack"" URL",1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,status dukung gera mati lilin ahok gubernur akun facebook hack
RT USER Satu persatu antek orba muncul kepermukaan. Pedih memang gk bisa lagi korupsi berjemaah spt jaman suharto dan sby.,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,satu antek orde baru muncul muka pedih korupsi jemaah surat pemberitahuan tahun jaman soeharto susilo bambang yudhoyono
"USER Kedua alis terangkat, samar. Ia tampak asing atas bahasa yang kau gunakan. \n\n""... Okay?"" Ia membalas, berganti dengan bahasa inggris; yang dikata merupakan bahasa universal.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,alis angkat samar asing bahasa ok balas ganti bahasa inggris kata bahasa universal
"USER Chinese pasrahan, becek, suka teriak, doyan ngewe, sering jg dpt yg squirt...'",1,1,0,1,0,0,0,1,0,0,1,0,Hate Speech,cina pasrah becek suka teriak suka ngewe squirt
Aku akan kembali ke regim diet ala ala komunis aku.',0,0,0,0,0,0,0,0,0,0,0,0,Normal,regim diet ala ala komunis
USER Lebih tidak percaya lagi kpd keislaman presiden fiksi,1,0,1,0,1,0,0,0,0,1,0,0,Hate Speech,percaya islam presiden fiksi
"USER USER USER Banteng lebih ngeri lagi bung,sarangnya komunis'",1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,banteng ngeri sarang komunis
"USER USER USER USER USER USER USER Bagi sembako dan bagi sertifikat aja sudah diambil alih sama pak joko, masa dikasih kerjaan yang lebih penting malah mau lempar lg ke Gubernur",0,0,0,0,0,0,0,0,0,0,0,0,Normal,sembako sertifikat ambil alih joko kasih kerja lempar gubernur
Usir cina dri nkri Wni keturunan cina diskrening dulu,1,0,0,1,0,1,0,0,0,0,0,1,Hate Speech,usir cina negara satu republik indonesia warga negara indonesia turun cina skrining
"USER Banyakin bersyukur aja. Syukuran ga dikasih cacat yg terlalu..\nAku insecure tapi hasilnya minder malah liat yg lebih cantik, kok kamu malah kesel \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,banyak syukur syukur kasih cacat insecure hasil minder lihat cantik kesal
"Makin tua makin tidak berjiwa.\nMiskin kata miskin kalimat, sampai2 melukai perasaan para alim.\nMenarilah diatas puisimu yg dibisikkan oleh iblis laktatullah yg sdh melekat pd jiwamu.\nJika jiwa tk lagi berfungsi hati tak lagi tersentuh maka bersiaplah untuk menerima azab ALLAH.SWT'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,tua jiwa miskin miskin kalimat luka asa alim tar di atas puisi bisik iblis laknatullah lekat jiwa jiwa tk fungsi hati sentuh siap terima azab allah subhanahu wa taala
"USER Kristen nusantara? wohh malah bisa disebut kristen provinsi HKBP, GBKP, GKPS contoh dari sumut. GKJ, GKP dari jawa. masih banyak lagi malah haha. pake doa bahasa masing masing. sama unsur budaya masing masing bisa di masukkan haha'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,kristen nusantara kristen provinsi huria kristen batak protestan gereja batak karo protestan gereja kristen protestan simalungun contoh sumatra utara gereja kristen jawa gereja kristen protestan jawa haha pakai doa bahasa unsur budaya masuk haha
#CNNIndonesia; Presiden Jokowi mencoret 14 proyek dari daftar setelah memutuskan ingin lebih realistis mengejar pembangunan Proyek Strategis Nasional. Proyek apa saja yang dihilangkan?,0,0,0,0,0,0,0,0,0,0,0,0,Normal,presiden jokowi coret proyek daftar putus realistis kejar bangun proyek strategis nasional proyek hilang
"Berita lokal untuk yang tinggal di margonda dan sekitarnya.\n\nDitemukan tas mencurigakan di barel, diduga berisi bom. Jalan ditutup.\n\nKomentar temen gue, ""ngapain ngebom barel. Isinya juga anak kosan yang makan mie instan semua.""\n\nFyi, doi kesel soa",0,0,0,0,0,0,0,0,0,0,0,0,Normal,berita lokal tinggal margonda temu tas curiga barel duga isi bom jalan tutup komentar teman gue bom barel isi anak indekos makan mie instan for your information kesal soa
USER yeuh mentalita sunda sib...g club g pendukung kunyuk kabeh...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,jijik mentalitas sunda sip club dukung kunyuk
USER USER myanmar kafir budha teroris,1,1,0,1,1,1,0,0,0,0,1,0,Hate Speech,myanmar kafir buddha teroris
USER apa? vin? gimana gimana? mata gue budek gabisa baca',0,0,0,0,0,0,0,0,0,0,0,0,Normal,vin mata gue budek tidak bisa baca
"Ini Media milik Cina itu ya. Usir aja, Biang Perpecahan!",1,0,0,1,0,1,0,0,0,0,0,1,Hate Speech,media milik cina usir biang pecah
3. Ya. Aku seorang katolik sejak kecil. Tidak ada alasannya. Mungkin karena orangtua.',0,0,0,0,0,0,0,0,0,0,0,0,Normal,katolik alas orang tua
Video Mujahidin Menyerang Pasukan Teroris Budha di Myanmar URL,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,video mujahidin serang pasu teroris buddha myanmar
"USER USER USER Kristen woles aja prof.. Dri timur sampe barat namanya beda2, menyesuaikan tiap daerah termasuk tata cara beribadah nya.. Tetapi masalah keyakinan semua sama.. Kristen nusantara.. \xf0\x9f\x98\x8a'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,kristen santai prof timur barat nama beda sesuai daerah tata ibadah nya yakin kristen nusantara
Jadi penasaran proses dia menulis. Teknik dia menulis itu seperti apa. Kenapa dia bisa begitu mudahnya bikin narasi-deskripsi yang bajingan. Metode dia riset itu yang bagaimana. Duh weslah pokoknya.',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,penasaran proses tulis teknik tulis mudah bikin narasi deskripsi bajing metode riset aduh pokok
Bodoh dasar noob lah ramos ni. Jijik',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,bodoh dasar noob ramos jijik
"sekarang kalian lihat sendiri, bagaimana rezim ini ingin menjual semua aset bangsa. lengserkan jokowi Garuda Bangkrut",1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,lihat rezim jual aset bangsa lengser jokowi garuda bangkrut
USER USER Bagaimana dengan Hadits yang mengatakan bahwasanya Rasulullah pernah membeli sebagian Makanan dari orang Yahudi dengan cara Hutang (ditunda) dan menggadaikan Perisai nya.',0,0,0,0,0,0,0,0,0,0,0,0,Normal,hadis rasulullah beli makan orang yahudi hutang tunda gadai perisai nya
USER mari diborong diborong dihabiskan...; untuk mbantu fakir dan umat yg dimiskinkan pengetahuannya oleh (yg ngakunya) ulama; diborong diborong diborong...,0,0,0,0,0,0,0,0,0,0,0,0,Normal,mari borong borong habis bantu fakir umat miskin tahu aku ulama borong borong borong
"USER Kalo dari ktp kita tahu ada mayat agamanya kepercayaan :; 1. Jgn diurusin, biarin yg se-kepercayaan yg urus.; 2. Kalo agamanya jelas beri penghormatan; 3. Biar diurus negara krn negara punya catatan kepercayaan di indonesia, mgk ratusan ribu ð???ð???ð???;",0,0,0,0,0,0,0,0,0,0,0,0,Normal,kartu tanda duduk mayat agama percaya urus biar percaya urus agama hormat biar urus negara negara catat percaya indonesia ratus ribu
"Kalo wanita2 Jawa sdh mau membuang tradisi sanggul dan kebaya, ntar malah yg melestarikannya adalah wanita2 tionghoa dari Singapura dan Malaysia. Pakaian kebaya disono pakaian yg dianggap penting dan anggun.",0,0,0,0,0,0,0,0,0,0,0,0,Normal,wanita jawa buang tradisi sanggul kebaya lestari wanita tionghoa singapura malaysia pakai kebaya di sana pakai anggap anggun
USER Yg memblow up jokowi itu adalah media media tv dan koran milik orang2 china yg notabene kafir semua.. coba aja cek dilapangan',1,1,0,1,0,1,0,0,0,0,1,0,Hate Speech,memble up jokowi media media televisi koran milik orang cina notabene kafir coba cek lapang
USER USER USER USER USER USER USER USER Bibit LGBT sudah tumbuh sejak SMA URL,0,0,0,0,0,0,0,0,0,0,0,0,Normal,bibit lgbt tumbuh
Calon Gubernur Sumatera Utara Nomor Urut 2 Djarot Saiful Hidayat tegaskan tidak akan membagi-bagikan uang pada pemilihan Gubernur dan Wakil Gubernur Sumatera Utara Tahun 2018.; ; #Sumutbersih #GubernurZamanNow #DjarotSihar2 ; #SumutPilih2Djoss ; PDI_Perjua,0,0,0,0,0,0,0,0,0,0,0,0,Normal,calon gubernur sumatra utara nomor urut djarot saiful hidayat tegas bagi bagi uang pilih gubernur wakil gubernur sumatra utara partai demokrasi indonesia jua
Jadikan aku antek-antek mu:))\nUSER \n\n#Gabut #EXO',0,0,0,0,0,0,0,0,0,0,0,0,Normal,jadi antek antek mu nuser
"USER USER Strategi kotor PKS...\nCebong manapun udh apal, njing...'",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,strategi kotor partai adil sejahtera cebong mana hafal anjing
Mahasiswa FKM UMI Diwajibkan Budaya Literasi -,0,0,0,0,0,0,0,0,0,0,0,0,Normal,mahasiswa fakultas sehat masyarakat umi wajib budaya literasi
USER Saya dukung 200 % pernyataan Najwa soal KPK. Lebih baik DPR kita bubarkan,1,0,0,1,0,0,0,0,1,0,0,1,Hate Speech,dukung nyata najwa komisi berantas korupsi dewan wakil rakyat bubar
USER Harus baliiik!!!!! Kalo ngga titit kamu ntar malem ilang!!!!!! \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x97\xa1',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,baliiik titit malam hilang
USER Ada maksudnya mungkin. Yang orang katolik malah kursus dulu sebelum nikah. Klo tujuannya positif gw dukung',0,0,0,0,0,0,0,0,0,0,0,0,Normal,maksud orang katolik kursus nikah tuju positif gue dukung
6. Presiden USER juga menginginkan laporan dari jajaran terkait mengenai detail lain seperti persiapan infrastru #RakyatB3rsamaJKW,0,0,0,0,0,0,0,0,0,0,0,0,Normal,presiden lapor jajar kait detail siap infrastruktur
"USER Iya monyet2 juga sedih, kandang orang utan yg ada air disekelilingnya jg parah sih, kotoe bgt. Orang utan nya gakliatan ntah kmana kaya film RISE THE PLANET OF THE APES :(\n\nIya yg danau dkt kandang buaya pun kaya rawa2 gt. Kalo dulu kan ada w",0,0,0,0,0,0,0,0,0,0,0,0,Normal,iya monyet sedih kandang orang utan air keliling parah komando tinggi operasi ekonomi banget orang utan nya enggak lihat mana kayak film rise the planet of the apes iya danau kandang buaya kayak rawa
Sekarang banyak sekali orang yang membuat #catatan di #jurnal #penelitian #agama #sosial #budaya mereka mengenai #nabinabiafrika yang bahkan saya sebagai pembawa jurnal belumlah sampai sejauh itu perjalanan penelitian saya sebagai orang yang di anggap seb,0,0,0,0,0,0,0,0,0,0,0,0,Normal,orang bawa jurnal jalan teliti orang anggap seb
Apakah sambil Jambore mereka mengaji ayat penggal kafir Bung Ketua Umum ICMI?,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,jambore aji ayat penggal kafir ketua ikat cendekiawan muslim indonesia
USER Ga apa2 pak kok USER ... \nSy sih yakin kalo yg minta impor adalah bpk atau pak USER itu sah2 aja. Dan kalian tetep bukan antek aseng. Tetap semangat ya pak.. \n\nYg lain jgn ikut2an minta impor deh.. krn yg lain belum dpt,0,0,0,0,0,0,0,0,0,0,0,0,Normal,nsy impor sah antek asing semangat ikut impor
RT USER: Hanya Orang Islam Yang Bodoh dan Goblok Yang Memilik Ahok! #DebatFinalPilkadaJKT,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,orang islam bodoh goblok milik ahok
"orang yang gaung gaungin kampanye ""pribumi berkuasa"" itu sama kayak white-nationalist di poland yang kampanyein supremasi kulit putih. sama sama relijius-fasis. bedanya judul aja, disana temanya ""katolik kulit putih"" disini ""islam pribumi"".'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,orang gaung gaung kampanye pribumi kuasa kayak white nasionalis polandia kampanye supremasi kulit putih religius fasis beda judul di sana tema katolik kulit putih di sini islam pribumi
RT USER Wah kemunduran! 6 thn lalu kesimpulannya udah bubarkan KPK URL,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,mundur simpul bubar komisi berantas korupsi
USER Pak USER pernyataan Din Syamsuddin harus jadi pintu masuk mencabut ijin semua pendidikan Islam,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,nyata din syamsuddin pintu masuk cabut izin didik islam
"RT USER: aliansi dajjal freemason membuat gaduh disekte indonesia- meluncurkan tokoh"" perpartaian untuk berteriak menghina islam,\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,aliansi dajjal freemason gaduh di sekte indonesia luncur tokoh partai teriak hina islam
gila yah ini rezim jongos Cina,1,1,1,0,0,1,0,0,0,1,0,0,Hate Speech,gila rezim jongos cina
USER USER USER USER Apanya yang kebuka kemunaqikannya,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,apa buka munafik
"USER saya beli barang, dan dikirim barang yg cacat. Bagaimana cara tukar barang ya? Saya sudah komplain sih lewat ulasan tetapi belum direspon'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,beli barang kirim barang cacat tukar barang komplain ulas direspon
Bukan basa basi .. itu keluar dari hati.; ; #2019GantiPresiden;,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,basa basi hati
"USER USER USER USER bani selangkangan,cabol...'",1,1,0,1,0,0,0,1,0,0,1,0,Hate Speech,bani selangkang cabul
Terdapat satu kajian di mana Bani Jawi atau pun bangsa Melayu itu berasal daripada keturunan Nabi Ibrahim AS dari isteri ke 3 yang bernama Siti Qaturah atau Katurah di mana banyak tertulis di kitab kitab kuno yahudi. KATURAH bermaksud kemenyan atau wangi,0,0,0,0,0,0,0,0,0,0,0,0,Normal,kaji bani jawi bangsa melayu asal turun nabi ibrahim as isteri nama siti qaturah katurah tulis kitab kitab kuno yahudi katurah kemenyan wangi
"Resiko Terkena Pneumonia Tinggi Akibat Vape, Ini Penjelasannya - Kedaulatan Rakyat #budaya #penelitian #berita",0,0,0,0,0,0,0,0,0,0,0,0,Normal,risiko kena pneumonia akibat vape jelas daulat rakyat
